ID,Year,Title,Authors,Journal,DOI,ADS,arXiv,Research_topic,Subtopic,Asteroid_population,Survey,Telescope,Instrument,Wavelength,Observation_type,Data_type,Sample_size,Method,Algorithm,Software,Main_question,Key_result,Innovation,Limitation,Dataset_public,Code_public,Verification_record,Review_priority,Notes,Input_Level,Output_Level,Pipeline_Stage
AST-041,2007,"Spin Limits of Solar System Bodies: From the Small Fast-rotators to 2003 EL61","Holsapple KA",Icarus,10.1016/j.icarus.2006.08.012,,,"Internal structure;Rotation",Strength and spin limits,All,,,,multiple,"Mechanical modeling","Spin and size distributions",,"Granular-body mechanics",,,"How do shape density and strength set spin limits?","Derives gravity- and strength-dominated regimes.","Extends spin-limit theory to cohesive materials.","Material-model assumptions are not direct interior measurements.",n/a,n/a,"Publisher checked 2026-09-07",A,
AST-042,2010,"Formation of Asteroid Pairs by Rotational Fission","Pravec P; et al.",Nature,10.1038/nature09315,,1009.2770,"Binary and multiple systems;Yarkovsky and YORP",Asteroid pairs,All,,,,optical,"Lightcurves and pair properties",,35,"Mass-ratio and spin comparison",,,"Do asteroid-pair properties support rotational fission?","Finds period–mass-ratio relation and no pairs above q about 0.2.","Observational test of rotational-fission predictions.","Selection effects and multiple formation channels remain.",yes,unknown,"Publisher and arXiv checked 2026-09-07",A,
AST-043,2011,"Main Belt Comets: A New Class of Small Bodies in the Solar System","Bertini I","Planetary and Space Science",10.1016/j.pss.2011.01.014,,,"Active asteroids and main-belt comets",MBC overview,Main belt,,,,multiple,Review,"Observations and models",,"Literature synthesis",,,"What do main-belt comets imply about asteroid–comet boundaries?","Reviews active objects on main-belt-like orbits.","Early MBC review gateway.","Activity mechanisms and population remain incomplete.",n/a,n/a,"Publisher checked 2026-09-07",A,
AST-044,2012,"The Active Asteroids","Jewitt D","Astronomical Journal",10.1088/0004-6256/143/3/66,,1112.5220,"Active asteroids and main-belt comets",Mass-loss mechanisms,All,,,,multiple,Review,"Resolved activity",11,"Mechanism assessment",,,"Which mechanisms drive dust loss from asteroidal orbits?","Synthesizes sublimation impact rotation and thermal mechanisms.","Unifies active-asteroid mechanisms.","Small sample and several mechanisms unresolved.",yes,n/a,"DOI and arXiv checked 2026-09-07",A,
AST-045,2014,"Cohesive Forces Prevent the Rotational Breakup of Rubble-pile Asteroid (29075) 1950 DA","Rozitis B; MacLennan E; Emery JP",Nature,10.1038/nature13632,,,"Internal structure;Thermal properties",Cohesive rubble pile,NEO,WISE,,,infrared,"Thermal infrared and shape constraints",,,"Thermophysical and failure modeling",,,"Can a fast rubble pile survive with gravity and friction alone?","Requires cohesion to prevent shedding and failure for 1950 DA.","Key weak-cohesion constraint.","Inference depends on density shape and thermal-model inputs.",yes,unknown,"Publisher checked 2026-09-07",A,
AST-046,2015,"The Active Asteroids","Jewitt D; Hsieh H; Agarwal J","Asteroids IV",10.2458/azu_uapress_9780816532131-ch012,,1502.02361,"Active asteroids and main-belt comets",Mature review,All,,,,multiple,Review,"Observations and mechanisms",,"Literature synthesis",,,"What scientific questions do active asteroids open?","Reviews activity as a probe of destruction debris and ice.","Asteroids IV reference review.","Heterogeneous mechanisms prevent one population model.",n/a,n/a,"DOI and arXiv checked 2026-09-07",A,
AST-047,2015,"The Main-Belt Comets: The Pan-STARRS1 Perspective","Hsieh HH; et al.",Icarus,, ,1410.5084,"Active asteroids and main-belt comets;Surveys",PS1 activity search,Main belt,Pan-STARRS1,,,optical,"Survey morphology","PSF widths",333026,"PSF anomaly screening",,,"How can a wide-field survey identify main-belt comet activity?","Analyzes 760475 observations of 333026 main-belt objects.","Links PSF morphology screening and survey selection.","Estimated efficiency and morphology criteria are survey dependent.",yes,unknown,"arXiv checked 2026-09-07",B,"DOI pending publisher-record verification."
AST-048,2016,"A 2 km-size Asteroid Challenging the Rubble-pile Spin Barrier: A Case for Cohesion","Polishook D; et al.",Icarus,10.1016/j.icarus.2015.12.031,,1512.07088,"Internal structure;Rotation",Fast rotator 2000 GD65,Main belt,,,,optical,"Lightcurve photometry","Rotation period and size",,"Strength-model comparison",,,"Can a kilometre-scale asteroid exceed the rubble-pile barrier?","Finds a 1.9529-hour period and argues for cohesion.","Extreme-case test of internal strength.","Interpretation depends on period and size reliability.",yes,unknown,"DOI and arXiv checked 2026-09-07",A,
AST-049,2017,"The Main Belt Comets and Ice in the Solar System","Snodgrass C; et al.","Astronomy and Astrophysics Review",10.1007/s00159-017-0104-7,,1709.05549,"Active asteroids and main-belt comets;Surface evolution",Ice in the belt,Main belt,,,,multiple,Review,"Observations and ice survival",,"Literature synthesis",,,"What evidence supports buried ice in the asteroid belt?","Reviews MBC observations ice survival and detection methods.","Connects active asteroids to volatile distribution.","Direct detection of escaping water remains difficult.",yes,n/a,"DOI and arXiv checked 2026-09-07",A,
AST-050,2020,"Thermophysical Properties of the Surface of Asteroid 162173 Ryugu: Infrared Observations and Thermal Inertia Mapping","Okada T; et al.",Icarus,10.1016/j.icarus.2020.113835,,,"Thermal properties;Space-mission validation",Ryugu thermal mapping,NEO,Hayabusa2,,"thermal infrared imager",infrared,"Resolved thermal imaging","One-rotation TIR coverage",,"Thermophysical modeling",,,"How do resolved thermal data constrain Ryugu's surface?","Reports global thermal inertia 225 plus or minus 45 SI units.","In-situ validation of porous-boulder thermal behavior.","Single target and model-dependent roughness treatment.",yes,unknown,"Publisher and JAXA checked 2026-09-07",A,
AST-051,2001,"Statistical Ranging of Asteroid Orbits","Virtanen J; Muinonen K; Bowell E",Icarus,10.1006/icar.2001.6592,,,"Orbit determination",Statistical ranging,"Single-apparition asteroids",,,,optical,,"Astrometric positions","Two or more observations","Monte Carlo posterior sampling",Statistical ranging,,"Which orbits remain plausible for a very short observational arc?","Samples a Bayesian orbital probability distribution from sparse astrometry.","Rigorous Monte Carlo treatment of range uncertainty.","Sampling cost and posterior structure depend on observational arc and priors.",yes,yes,"DOI checked 2026-09-08",B,"Foundational short-arc method.",Short observational arc,"Orbit posterior / uncertainty distribution","Initial orbit determination"
AST-052,2001,"The Asteroid Identification Problem IV: Attributions","Milani A; Sansaturio ME; Chesley SR",Icarus,10.1006/icar.2001.6594,,,"Attribution;Orbit determination",Attributions,"Known and newly observed asteroids",,,,optical,,"Astrometric positions","Operational archive","Multi-stage attribution filtering",Admissible region;virtual asteroids,,"Can a short arc be assigned reliably to an existing orbit?","Reports 1675 attributions in a one-year operational experiment.","Combines attributable comparison covariance filtering and differential correction.","Requires sufficiently accurate predictions and careful false-match control.",unknown,unknown,"DOI checked 2026-09-08",B,"Use for attribution, not discovery linking.",New short arc,"Attribution to known orbit","Attribution"
AST-053,2008,"Orbit Determination with Topocentric Correction: Algorithms for the Next Generation Surveys","Milani A; Gronchi GF; Farnocchia D; et al.",Icarus,10.1016/j.icarus.2007.11.033,,0707.4260,"Orbit determination",Topocentric initial orbit,"Survey-discovered asteroids",Pan-STARRS;LSST simulations,,,optical,,"Simulated astrometry","Next-generation survey simulations","Preliminary orbit plus differential correction",Topocentric Gauss-Laplace;quality control,,"How can initial orbit determination remain reliable at next-generation survey density?","Simulation tests report low loss and false-identification rates under stated assumptions.","Treats topocentric correction and quality control within a survey-scale workflow.","Simulation results depend on cadence density and error assumptions.",yes,unknown,"DOI and arXiv checked 2026-09-08",B,"Published title differs from shortened pasted title.",Associated observations,"Validated orbit and quality metrics","Initial orbit determination"
AST-054,2013,"Main-belt Comets in the Palomar Transient Factory Survey: I. The Search for Extendedness","Waszczak A; Ofek EO; Aharonson O; et al.","Monthly Notices of the Royal Astronomical Society",10.1093/mnras/stt951,,1305.7176,"Detection;Active asteroids",Moving-object and extendedness search,"Main-belt objects",PTF,"P48 Samuel Oschin",Mosaic CCD,optical,,"Survey imaging","~2 million observations of ~220000 known main-belt objects","Moving-object association and morphology analysis",Extendedness metric,,"Can a transient survey recover moving objects and identify comet-like extension?","Reports 626 new multi-night linked objects and calibrated extendedness detection efficiency.","Connects moving-object processing with morphology-based activity screening.","Not a general-purpose comparison of moving-object pipelines.",yes,unknown,"DOI and arXiv checked 2026-09-08",B,"Retained as a pipeline implementation and active-asteroid bridge.",Images and detections,"Linked objects and activity candidates","Detection;candidate filtering"
